ime;pivovarna;vrsta;velikost;stopnja_alkohola;drzava;cena;opis
Van Bulck Organic Wild Fruit Beer;Van Bulck;Fruit Beer;0.33;4.7;Belgium;2.92;An organic Belgian fruit beer made with cherries, pomegranate, raspberries, blueberries, strawberries, grapefruit and blackberries.
Fallen Brewing Local Motive Session IPA;Fallen Brewing Co;IPA (India Pale Ale) Beer;0.5;3.9;Scotland;;A Mosaic-dry-hopped session IPA from the Fallen Brewing Folks in Stirlingshire, Scotland.
Chorlton Brewing Co. Amarillo Sour;Chorlton Brewing Co;Sour / Lambic Beer;0.33;5.4;England;;A tasty sour beer from the Manchester-based Chorlton Brewing Company, inspired by the brews of Germany. Twice fermented and dry-hopped to give it some fragrant hoppy notes.
Chorlton Brewing Co. Citra Brett Pale;Chorlton Brewing Co;Sour / Lambic Beer;0.33;4.5;England;2.58;A deliciously complex Brett beer here from the Chorlton Brewery Company in Manchester, which has been dry-hopped too...
Brew By Numbers 19|01 Gose;Brew By Numbers;Gose Beer;0.33;4.3;England;;The Brew By Numbers crew have taken a leaf out of 16th century Germany's books by creating their very own Gose beer!
BrewDog Ace Of Chinook;BrewDog;IPA (India Pale Ale) Beer;0.33;4.5;Scotland;;A single hop varietal IPA from BrewDog, giving light to the glory of the Chinook hop!
BrewDog Hop Fiction;BrewDog;APA (American Pale Ale) Beer;0.33;5.2;Scotland;;BrewDog's Hop Fiction is an American Pale Ale which shows off some very fruity hop notes, coming solely from early and late hops. Great as a summer afternoon brew.
Brewdog Prototype Milk Stout;BrewDog;Stout Beer;0.33;4.8;Scotland;;It's BrewDog's Jet Black Heart before it became Jet Black Heart!
BrewDog Abstrakt AB:20;BrewDog;Barley Wine Beer;0.38;14.2;Scotland;14.92;For the 20th brew in the Abstrakt range, BrewDog have created what they describe as their interpretation of the classic Italian Tiramisu dessert.
BrewDog Barrel-Aged Albino Squid Assassin;BrewDog;Cask-Aged Beer;0.33;9.2;Scotland;;The squid that's armed to the teeth is back, and this time, it's barrel-aged! Yes, BrewDog have aged their Albino Squid Assassin red rye IPA in rye whiskey casks - a very apt choice.
Mikkeller Skør Barrel Aged;Mikkeller;Cask-Aged Beer;0.37;8.4;Denmark;9.26;A cask-aged edition of Mikkeller's Skør Belgian ale - it's been rested in red wine casks which has imparted further fruity, chocolatey notes.
Mikkeller Vild Barrel Aged;Mikkeller;Cask-Aged Beer;0.37;12.3;Denmark;;A barrel-aged Belgian-style strong ale from the excellent Mikkeller, brewed at D’Proef in Belgium and bottled at 12.3% abv! This is a 37.5cl bottle.
Mikkeller Better Half IPA Can;Mikkeller;IPA (India Pale Ale) Beer;0.35;6.8;Denmark;;A well hopped American IPA from Danish gypsy brewer extraordinaire Mikkeller.
Mikkeller Black Imperial Stout;Mikkeller;Stout Beer;0.37;15.7;Denmark;;A very strong imperial stout from Mikkeller, brewed at De Proef in Belgium. Made with roasted barley, dark brown sugar and Champagne yeast, it will cellar extremely well for years. This is a 37.
Mikkeller Crooked Moon Imperial IPA;Mikkeller;IPA (India Pale Ale) Beer;0.33;9.0;Denmark;5.7;A violently hoppy double IPA from Mikkeller, collaborating this time with Crooked Moon tattoo studio in Sweden!
Mikkeller Hva Såå!?;Mikkeller;Pale Ale Beer;0.33;6.8;Denmark;4.0;Hva sååååååå!? is the new Årh Hvad?!\
Mikkeller Mexas Ranger;Mikkeller;Cask-Aged Beer;0.33;6.6;Denmark;;A Porter made with almond milk, chillies, black beans, corn, avocado leaves and cocoa, aged in Tequila barrels! A taste of Mexico from Mikkeller.
Mikkeller Peter, Pale And Mary;Mikkeller;Pale Ale Beer;0.5;4.6;Denmark;;An American Pale Ale from Mikkeller, with a cheeky reference to Peter, Paul & Mary in its name.
Mikkeller Porter;Mikkeller;Porter Beer;0.33;8.0;Denmark;;A Porter beer from Mikkeller, a very well-loved brewing outfit in the craft beer world.
Mikkeller Ramen To Bíiru;Mikkeller;Pale Ale Beer;0.33;5.0;Denmark;;A Belgian ale fermented with Brettanomyces, brewed by Mikkeller for the ramen restaurant Ramen To Bíiru, opened by Mikkeller and Bento Copenhagen.
Mikkeller Raspberry Trippelbock;Mikkeller;Fruit Beer;0.37;13.1;Denmark;11.58;This is a Trippelbock from the Mikkeller folks, with a hearty helping of raspberries at its core. A perfect pudding beer. Presented in a 37.5cl bottle.
Mikkeller SpontanCassis;Mikkeller;Fruit Beer;0.37;7.7;Denmark;;The SpontanCassis from Mikkeller is a sour beer which has been made with blackcurrants added while brewing was under way.
Mikkeller Tommi's Beeger Joint;Mikkeller;Rye Beer;0.33;6.0;Denmark;4.46;A rye beer from Mikkeller, made in collaboration with Tommi's Burger Joint in Copenhagen! The man behind Tommi's is Tómas Á.
BrewDog Elvis Juice;BrewDog;Fruit Beer;0.33;6.5;Scotland;2.6;BrewDog have refined their recipe for their Elvis Juice IPA, and this is the delicious result - a refreshing treat which has been brewed with oodles of grapefruit peel!
Adnams Ease Up IPA;Adnams;IPA (India Pale Ale) Beer;0.5;4.6;England;2.82;A 4.6% abv full-flavoured IPA from Adnams made with lager malt, oats, munich and cara alongside a host of tasty hops.
Jupiler Pils;Jupiler Brouwerij;Lager / Pilsner Beer;0.33;5.2;Belgium;1.95;When you've had a couple of rounds of Belgian style quadrupel beers (courtesy of your Belgian friend - let's call him Morgan) in the Deliriumm Cafe in Brussels, you need a light, refreshing pilsner.
The Kernel Export India Porter (6%);The Kernel;Porter Beer;0.5;6.0;England;;A 6% abv bottling of The Kernel's rich, hoppy Porter!
Einstök Icelandic White Ale (Euro 2016 Limited Edition);Einstök Ölgerð Beer Company;Wheat / Wit / White Beer;0.33;5.2;Iceland;;A limited edition presentation of Einstök's excellent Icelandic White Ale, celebrating the UEFA Euro 2016 football championship.
Lindemans Kriek (25cl);Lindemans;Fruit Beer;0.25;3.5;Belgium;1.88;Lambic beer made with whole sour cherries? Oh, yes.
Northern Monk Communion;Northern Monk;Pale Ale Beer;0.33;5.1;England;;When you hear the term 'collaborative beer' you usually think it's a collaboration between two breweries. Not this time. Communion is a collaborative pale ale between the Northern Monk Brew Co.
Northern Monk Heathen IPA;Northern Monk;IPA (India Pale Ale) Beer;0.33;7.2;England;;A big-bodied, well hopped IPA from the Northern Monk Brew Co., packed full of Citra hops!
Northern Monk New World IPA;Northern Monk;IPA (India Pale Ale) Beer;0.33;6.2;England;3.1;A rather tasty IPA produced by the Northern Monk Brew Co., which have been brewed using British pale malts along with 5 varieties of hop.
Redhook Blackhook Porter;Redhook;Porter Beer;0.35;5.2;United States;;An American Porter from the Redhook Brewing Co., which they first brewed back in the 1980s, when the American craft brewing scene was kicking off.
To Øl Fuck Art This Is Architecture;To øl;Saison Beer;0.33;5.0;Denmark;;From To Øl's Fuck Art series comes their Fuck Art This is Architecture Belgian farmhouse pale ale, which is very well hopped and fermented with brettanomyces to give it a hearty funky element.
To Øl Insane In The Grain;To øl;IPA (India Pale Ale) Beer;0.33;7.5;Denmark;4.3;While hops are usually the focus of an IPA, interestingly the Danish brewed have focussed on the grains of this IPA!
To Øl Kex;To øl;Lager / Pilsner Beer;0.33;5.0;Denmark;;A rather hoppy Pilsner brewed by To Øl for the Kex Hostel in Reykjavik, Iceland. They brew this using Amarillo, Mosaic and Tettnanger hops, as well as with biscuits!
To Øl LikeWeisse Berliner;To øl;Wheat / Wit / White Beer;0.33;3.8;Denmark;3.4;Some cracking word-play going on here with To Øl's LikeWeisse Berliner wheat beer. Oh, and it's a cracking beer too, brewed with Motueka and Citra hops.
To Øl Mine Is Bigger Than Yours;To øl;Barley Wine Beer;0.38;12.5;Denmark;;An absolutely huge barley wine from To Øl, with a rather boastful name to match its massive flavour profile.
To Øl Mr. Blonde;To øl;Fruit Beer;0.33;6.5;Denmark;4.82;For their Mr. Blonde Belgian IPA, To Øl brewed this beer using gooseberries - which ought to boost the fruity hop notes...
To Øl Rød Grød Med Fløde;To øl;Fruit Beer;0.33;6.0;Denmark;4.14;A very fruity IPA from To Øl, named after a Danish pudding which is notoriously hard to pronounce.
To Øl Sur Mosaic;To øl;Sour / Lambic Beer;0.33;6.0;Denmark;4.32;Sur is Danish for 'sour', and this is a sour mashed pale ale from To Øl. It's also made, of course, with wonderful Mosaic hops.
To Øl Sundancer;To øl;Lager / Pilsner Beer;0.33;2.7;Denmark;2.98;A perfect all-summer sipper from To Øl, brewed at De Proef. Made with lager yeast but at warmer temperatures like a California Common with some wheat also used alongside the barley.
To Øl Põhjala;To øl;Gose Beer;0.33;4.2;Denmark;3.78;A gose that was inspired by gin! Intrigued yet?
Old Worthy So Hipster it Hurts;Old Worthy;Rye Beer;0.33;5.5;Scotland;2.5;Banana bread rye ale? With a squirrel in a shirt with a moustache and a monocle on a penny farthing on the label? It's So Hipster it Hurts.
Old Worthy Leithers' Cure for Scurvy;Old Worthy;Pale Ale Beer;0.33;5.5;Scotland;2.5;A whisky-infused marmalade pale ale! Infused, in fact, with our very own Glen Garioch 20 Year Old 1993 - Single Cask! Old Worthy's ales are designed to be paired with whisky (for a Half 'n' Half).
Old Worthy Who Drank My Porridge?;Old Worthy;Stout Beer;0.33;5.0;Scotland;2.5;A coffee and oat white stout from the excellent Old Worthy Brewing Co. Old Worthy's ales are designed to be paired with whisky (for a Half 'n' Half).
Big Peat Cask Matured Ale;Islay Ales;Cask-Aged Beer;0.5;5.3;Scotland;;Produced in partnership with Douglas Laing, this beer from Islay Ales was aged in ex-Big Peat Islay whisky casks!
BrewDog Kingpin;BrewDog;Lager / Pilsner Beer;0.33;4.7;Scotland;2.19;BrewDog take special pride over their lagers, a cold-conditioned style of beer certainly doesn't need to be as bland and dull as many of the international brands that tend to dominate shop shelves and
Brewdog Paradox Islay Imperial Stout;BrewDog;Cask-Aged Beer;0.33;15.0;Scotland;;We love these Paradox whisky cask aged imperial stouts from BrewDog as they cater for our inner whisky geek and beer geek at the same time!
Brewdog Electric India;BrewDog;Saison Beer;0.33;5.2;Scotland;2.3;A spring ale that combines elements of Belgian saison and American IPA as well as crushed peppercorns and heather honey, BrewDog recommend this with barbecued food!
BrewDog Black Hammer;BrewDog;IPA (India Pale Ale) Beer;0.33;7.2;Scotland;;This is the second release in the Hammer Head range, a series of IPAs each with a single twist that makes them different to BrewDog's excellent Jack Hammer.
Mikkeller Schwarzbier;Mikkeller;Dark Lager / Schwarzbier Beer;0.33;5.5;Denmark;4.3;Henry has gone full mental. Apparently. This is a Schwarzbier from Mikkeler brewed at D’Proef in Belgium. A light dark beer (still with us?).
Beavertown Applelation Bramley Apple Saison;Beavertown;Saison Beer;0.33;8.7;England;;An 8.7% apple saison that treads the ground between a beer and a sparking wine.
Beavertown Quelle Farmhouse Pale;Beavertown;Saison Beer;0.33;4.1;England;;Dry-hopped Saison from the Beavertown chaps in London! An excellent combination of styles, with pale ale bitterness and fruity, yeasty saison elements.
Moor Beer Company Agent Of Evil;Moor Beer Company;IPA (India Pale Ale) Beer;0.33;7.0;England;3.58;This tasty brew from the Moor Beer Company is a Black IPA celebrating the Dark Side of the Force\
Moor Beer Company Guardian Of Peace;Moor Beer Company;IPA (India Pale Ale) Beer;0.33;7.0;England;3.58;From the Moor Beer Company in Somerset comes an IPA that is celebrating the Light Side of the Force\
Weird Beard Attack Of The Ryeclops;Weird Beard Brew Company;Rye Beer;0.33;5.5;England;3.36;Attack of the Ryeclops is a rye pale ale from the wonderful Weird Beard Brew Co., which complements the spicy rye with Columbus, Equinox and Chinook hops.
Mikkeller The Beer Traveller;Mikkeller;Cask-Aged Beer;0.75;8.3;Denmark;22.84;A barrel aged collaboration between Mikkeller and Carsten Berthelsen, a well-known beer writer and international beer judge.
BeerbleFish Holy Smoke;The BeerbleFish Brewing Company;Pale Ale Beer;0.33;2.9;England;2.58;Another great Admiral brew from Beerblefish, in fact Holy Smoke is made with just this single hop varietal.
BeerbleFish Admiral Hopper;The BeerbleFish Brewing Company;Pale Ale Beer;0.33;4.3;England;2.84;A beer named after US Rear Admiral Grace Hopper, or 'Amazing Grace', the quite extraordinary pioneering computer programmer.
BeerbleFish E.S.B.;The BeerbleFish Brewing Company;Bitter Beer;0.33;4.8;England;2.84;An E.S.B. (Extra Special/Strong Bitter) that combines traditional British Fuggles with Dr. Rudi hops from New Zealand as well as Citra.
BeerbleFish Willoughby Stout;The BeerbleFish Brewing Company;Stout Beer;0.33;5.0;England;;An interesting stout from Beerblefish Brewing Company who have their own malt-guarding cat called Ozric or 'Ozzy' much like many distilleries have their own mousers.
BeerbleFish Iteration Pale Ale;The BeerbleFish Brewing Company;IPA (India Pale Ale) Beer;0.33;5.9;England;3.0;A traditional IPA from Beerblefish Brewing that weighs in at 5.9% abv and uses Admiral hops.
BeerbleFish Final Countdown;The BeerbleFish Brewing Company;Pale Ale Beer;0.33;6.1;England;;Final Countdown from Europe. Britain, in fact. It's brewed in London. Yes, this is a beer what did you think we were talking about? This is a robust pale ale from Beerblefish made with British hops.
Beavertown Bloody Notorious Blood Orange DIPA;Beavertown;IPA (India Pale Ale) Beer;0.33;9.1;England;;A rather glorious collaboration between the Beavertown Brewery in London and Boneyard Brewing in Bend, Oregon, continuing on the 'massive orange' influence of Beavertown's Bloody 'Elll and Boneyard's
Beavertown Lupuloid IPA;Beavertown;IPA (India Pale Ale) Beer;0.33;6.7;England;2.95;Beavertown's Lupuloid is the London-based brewery's first straight up IPA\
BrewDog Ace of Citra;BrewDog;IPA (India Pale Ale) Beer;0.33;4.5;Scotland;;A single hop IPA from BrewDog's 'Ace of...' series. This one shows off one of the most popular hops among craft beer enthusiasts - the mighty Citra hop!
BrewDog Chili Hammer;BrewDog;IPA (India Pale Ale) Beer;0.33;7.2;Scotland;;A Ruthless Chili IPA from the BrewDog chaps, made with Habanero, Scotch Bonnet and Trinidad Scorpion peppers! They also dry-hop this beer to help develop balancing notes of fresh citrus and mango.
BrewDog Neon Overlord;BrewDog;IPA (India Pale Ale) Beer;0.33;7.3;Scotland;;I, for one, welcome our new Neon Overlord...\r\n\r\nNeon Overlord is one of a pair of IPAs from BrewDog released in the latter half of 2016 which feature chili at their core!
Fierce Beer Day Shift;Fierce Beer;Pale Ale Beer;0.33;5.0;Scotland;;A well-hopped pale ale from Scotland's Fierce Beer, brewed using Summit and Chinook hops. Intense hoppy notes, though still rather sessionable.
Fierce Beer Peanut Riot;Fierce Beer;Porter Beer;0.33;6.5;Scotland;;From Scotland's Fierce Beer folks comes their Peanut Riot porter, brewed with Summit, Nugget, Columbus and Galacy hops.
Fierce Beer Granadilla Guerilla;Fierce Beer;IPA (India Pale Ale) Beer;0.33;5.5;Scotland;;West Coast style IPA from Fierce Beer brewed with Summit and Chinook hops as well as passion fruit. Top stuff for enjoying on warm afternoons.
Soundwaves Island Records Session IPA;Soundwaves Brewing;IPA (India Pale Ale) Beer;0.33;4.5;England;;Music label Island Records have gone and got their own beer! Made by Soundwaves Brewing at the Two Tribes Brewery, this session IPA boasts big hop influence and oodles of tropical fruit notes.
Hawkshead Cumbrian 5 Hop;Hawkshead Brewery;Blonde Beer;0.33;5.0;England;;A generously hopped beer from the Hawkshead Brewery in Cumbria, made with a combination of 5 different hop varieties (as you might have guessed from the name).
