drzava;opis;regija;barva;cena;stopnja_alkohola;ime;vrsta;slika;vonj;velikost;okus
Spain;Bullas is one of the most unique areas in Spain for old vine Monastrell based wines and is arguably set toeclipse better known areas like Jumilla due to a specific microclimate and ancient vines which producewines of great intensity. ;Murcia;Red;23.99;14.5;2013 3000 Anos;blend;https://dsi2vjvztwiuk.cloudfront.net/website/products/106630/bottle/757152/original.png;"thyme
,   clove
,   cinnamon
,   black pepper
,   mint,   spice box,   cedar and   dark fruit";0.75;"blackberry
,   violet
,   oak
,   smoke
,   toast
,   vanilla,   currant,   blueberry,   blackberry and   strawberry"
United States;From a windswept vineyard on a rocky hill above the Sonoma Raceway, not far from San Francisco Bay, this is certainly wild. Winemaker Scott Rich’s use of whole-bunch fermentation and extended maceration and elevage emphasize savory, rooty notes of turmeric and ginseng. That earthy savor buzzes with energy in the end, coastal acidity driving those earthy flavors upward, so they seem to float and circulate like smoke in a jazz club, while the fruit becomes plump, warm and racy all at once. Decant it for something equally intense, like wild duck or other dark, savory game birds. (164 cases);California;Red;54.99;14.2;2013 Talisman Wildcat Vineyard Pinot Noir;Pinot Noir;https://dsi2vjvztwiuk.cloudfront.net/website/products/106631/bottle/757120/original.png;barnyard,   cherry,   plum,   game and   tomato;0.75;ripe cherry,   plum,   strawberry,   raspberry and   mushroom
France;100% Pinot Noir from 15 to 20 year old vines, planted on a clay/limestone soil. The grapes are manually harvested, then go through pneumatic pressing and cold racking. Fermented with 70% indigenous yeasts. Aged on its lees for a minimum of 4 to 6 months, then fined and filtered before bottling. Jean-Paul Picard makes a Sancerre rosé that is every bit as compelling as his Sancerre Blanc – unabashedly purist in style, this wine ￼exhibits the pure essence of Pinot Noir: strawberry and raspberry fruit, chalky minerals, earthy counterpoints to the fruit, and vivid acidity. 666 cases produced.;Loire;Rose;16.99;12.5;2017 Jean Paul Picard Sancerre Rose;Pinot Noir;https://dsi2vjvztwiuk.cloudfront.net/website/products/106633/bottle/757127/original.png;barnyard,   cherry,   plum,   game and   tomato;0.75;ripe cherry,   plum,   strawberry,   raspberry and   mushroom
Italy;"100% Sangiovese from the estate’s massal selection. Vineyards range in elevation from 300 to 350 meters above sea level. Vinification is traditional, in glass-lined cement tanks with skin contact for 20-26 days. The wine is then transferred to 20-52 hectoliter casks for 42 months, followed by 6 to 8 months of bottle age prior to release. 3,000 cases are produced on average each year."" - Importer";Tuscany;Red;48.99;14.0;2013 Lisini Brunello Di Montalcino;Sangiovese;https://dsi2vjvztwiuk.cloudfront.net/website/products/106649/bottle/757146/original.png;asparagus,   green pepper and   red fruit;0.75;red fruit,   strawberry and   raspberry
France;Tasted blind at Southwold ’06 Bordeaux tasting. This has a beautiful, lifted nose with stunning definition and purity, a lot of vanillary new oak, very modern in style, but quite sensuous and voluptuous. Cassis, blueberry jam and a touch of orange sorbet. The palate is rounded on the entry, touches of roasted herbs inflected the succulent, gamey black fruit with racy acidity on the elegant, harmonious finish. Very polished. This is a sumptuous, gorgeous Saint Emilion that is surpassing my initial optimism. Tasted January 2010.;Bordeaux;Red;199.99;;2006 Chateau Le Tertre Roteboeuf Saint Emilion Grand Cru Classe;blend;https://dsi2vjvztwiuk.cloudfront.net/website/products/106670/front/757145/original.png;violet,   rose,   truffle,   earth,   coffee,   leather,   tobacco,   broccoli,   berry and   flower;0.75;currant,   black cherry,   plum,   bell pepper,   olive,   oak,   smoke,   toast,   tar,   tobacco,   raspberry,   cassis,   violet,   pepper and   green bean
France;Similar in style, yet with additional depth and density, the 2015 Châteauneuf-du-Pape Vieilles Vignes is a sensational effort and one of the gems in the vintage. Kirsch liqueur, blueberries, spice, and incense notes all develop in the glass, and this beauty hits the palate with full-bodied richness, silky, fine tannin impeccable balance and a great finish. As with the traditional cuvée, it's as seamless as they come, and while it's already impossible to resist, it's going to keep for 15+ years.;Rhone;Red;124.99;16.0;2015 Marcoux Chateauneuf Du Pape Vielle Vignes;Grenache / Garnacha;https://dsi2vjvztwiuk.cloudfront.net/website/products/106677/bottle/757201/original.png;vanilla,   toast,   smoke,   tobacco,   dark fruit and   red fruit;0.75;black currant,   blackberry,   dust and   leather
Spain;"Hailing from an 11 acre parcel in the village of Porrera. Farming: Biodynamic. Age of Vines: 80+ Years. Aging: 18 months in French oak, (65% new,35% used). Planetes, not unexpectedly, comes from the vineyard site, Finca les Planetes, where Carles Ortiz purchased and renovated aneast-facing, nearly 5 hectare plot of vines on schist soils on the outskirts of the village of Porrera. Both Ester Nin and Carles are proponents ofbiodynamic farming and minimalist winemaking, believing that the duty of a vigneron is to get out of the way of terroir. Planetes is a blend ofGarnatxa Negra and Carinyena that is harvested by hand, destemmed, fermented with indigenous yeasts and aged in foudre. The freshnessand brightness of Planetes is a testament to the relatively cooler aspect of the site as well as the hands-off approach that Carles and Ester takein the cellar.<BR><BR>After obtaining degrees in both oeneology and biology, Esther Nin began her career supervising wine projects across Spain. She bought a tinyparcel (less than 3 acres) of old vines on the steepest hillside slopes above the village of Porrera. The 2004 was her debut vintage, showcasingher remarkable skill and meticulous care for her vines. Esther shares her time as Clos Erasmus winegrower icon Daphne Glorian's right hand,as well as several additional consulting projects including Terra de Verema (Triumvirat & Corelium) and NUN in Penedes."" -Importer";Catalonia;Red;39.99;14.0;2015 Familia Nin Ortiz Planetes De Nin Priorat;blend;https://dsi2vjvztwiuk.cloudfront.net/website/products/106685/bottle/757182/original.png;vanilla,   toast,   smoke,   tobacco,   dark fruit,   red fruit,   violet,   rose petal,   oak and   mushroom;0.75;black currant,   blackberry,   dust,   leather,   cherry,   strawberry,   raspberry,   licorice and   anise
Italy;The late, great Maestro del Veneto, Giuseppe Quintarelli, succeeded in establishing his mythical and legendary estate during an amazing sixty-year career. All of the tradition, love, heart, and soul of crafting one of the world’s finest wines continue at the Quintarelli home and winery in the hills north of Verona. Giuseppe’s daughter Fiorenza, his son-in-law Giampaolo, and his grandsons Francesco and Lorenzo are all keeping a close watch over the family’s legacy.;Veneto;Red;49.99;14.5;2014 Giuseppe Quintarelli Primofiore;blend;https://dsi2vjvztwiuk.cloudfront.net/website/products/106709/bottle/757328/original.png;chocolate,   mocha,   fig,   earth,   raisin,   cranberry,   plum,   currant,   blackberry,   cherry,   cedar,   cigar box,   tobacco,   broccoli,   berry and   flower;0.75;chocolate,   mocha,   fig,   earth,   raisin,   cranberry,   plum,   currant,   blackberry,   cherry,   bell pepper,   olive,   asparagus,   spice,   ginger,   oak,   vanilla,   tobacco,   raspberry,   cassis,   violet,   pepper and   green bean
Australia;"Aromas of tar and spice with plenty of fruit follow through to a medium to full body, with juicy fruit and a long and flavorful finish. This is balanced and fine-grained. Drink now. Screw cap."" ";South Australia;Red;14.99;14.3;2016 First Drop Mothers Milk;Syrah / Shiraz;https://dsi2vjvztwiuk.cloudfront.net/website/products/106757/bottle/757268/original.png;spice box,   cedar and   dark fruit;0.75;currant,   blueberry,   blackberry and   strawberry
France;"A very, very tiny vineyard, Les Cailleret is a monopole within an already small premier cru, situated directly adjacent to Grand Cru Chevalier Montrachet. Production in 2016 was just over 200 cases, although only 15 cases were imported into the U.S."" -Importer<BR><BR>""The history of the Chartron family is closely entwined with that of Burgundy, and more precisely with that of Puligny Montrachet. Jean-Edouard Dupard, the first of the dynasty when mayor of Puligny, who obtained the right to associate the name of the village with that of Montrachet.<BR><BR>From father to son, Chartrons are men of the soil. Not any soil, the varied and magical soil of Burgundy where wine has been made since the III centuary.With a restricted number of vine varieties, mainly pinot noir and chardonnay, the area is a study in excellence of the expression of the soil. 'We must respect that diversity' affirms Jean-Michel Chartron. Parcels of differing type and structure, geological variations offer a complex and diverse range of wines.With the passage of time, acreage of the domaine has increased, extending today to 14 hectares in Puligny and its neighbouring villages. Wines made from the magical ""terroir"" of Burgundy , the domaine is one of the most superb estates in the village of Puligny, in particular for the 1ers and Grands Crus.<BR><BRLa Cote, a small dry and quite ugly mountain wrote Stendhal adding 'are the people of spirit never ugly?'. The spirit of the Montrachet which is a 'magnificat sung in a gothic cathedral'. Discovered by bishops, these lands with their prestigious wines and substantial incomes.The village of Puligny Montrachet, established in the lower part of the slope, lives only by and for its vineyards.Vines are of such value that in the village the houses are clustered together, no room to expand! In Puligny all the wine cellars are at ground level, because the water table is very close to the surface.In this village of exceptional 'terroir' , the wines of Jean Chartron are gold."" -Winery";Burgundy;White;99.99;13.5;2016 Domaine Jean Chartron Puligny Montrachet Clos Du Cailleret Monopole 1er Cru;Chardonnay;https://dsi2vjvztwiuk.cloudfront.net/website/products/106771/front/757227/original.png;apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream and   vanilla;0.75;apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream and   vanilla
